merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,mcc_clean,business_type_clean,merchant_category_clean,onboarding_date_clean,missing_onboarding_date_flag,invalid_onboarding_date_flag,settlement_account_clean,missing_settlement_account_flag,masked_settlement_account_flag,declared_avg_ticket_clean,missing_avg_ticket_flag,negative_avg_ticket_flag,merchant_id_core,merchant_category_conflict_flag,merchant_business_type_conflict_flag,merchant_status_conflict_flag,merchant_conflict_score,merchant_record_count
MCH6865,Mander-Chakrabarti,7011,Hotel,private_limited,mumbai,Maharashtra,20/04/2023 10:35 AM,,Enabled,-465.56,MCH6865,7011,Private Limited,Hotels & Hospitality,2023-04-20 10:35:00,0,0,,1,0,-465.56,0,1,6865,0,0,0,0,1
MCH-6866,Gill-Shere,,BOOKS_STATIONERY,Individual,Calcutta,West Bengal,03/01/2025,XXXX3682,A,"Rs. 4,194",MCH6866,,Individual,Unknown,2025-01-03 00:00:00,0,0,XXXX3682,0,1,4194.0,0,0,6866,1,1,1,3,3
6868,Tara Group,MCC-5311,Retail,PARTNERSHIP,pune,Maharashtra,1707009036,,A,323.93,6868,5311,Partnership,Department Stores,2024-02-04 01:10:36,0,0,,1,0,323.93,0,0,6868,0,0,0,0,1
MCH 6869,"Oak, Kalla and Chand",4131,transprt,PRIVATE_LIMITED,Pune,Maharashtra,2025-01-21 15:07:04,XXXX1495,A,"2,412.44",MCH6869,4131,Private Limited,Transportation,2025-01-21 15:07:04,0,0,XXXX1495,0,1,2412.44,0,0,6869,0,0,0,0,1
MCH6870,Basak Group,4814,phone service,SOLE_PROPRIETOR,Poona,Maharashtra,2025/04/03,5001363774,Active,2497.95,MCH6870,4814,Sole Proprietor,Telecom,2025-04-03 00:00:00,0,0,5001363774,0,0,2497.95,0,0,6870,0,0,0,0,1
MCH 6873,Dar and Sons,5311,Department Store,sole_proprietor,Jalandar,Punjab,,XXXX7759,Active,75.71,MCH6873,5311,Sole Proprietor,Department Stores,,1,0,XXXX7759,0,1,75.71,0,0,6873,0,0,0,0,1
MCH6875,Anand-Bajwa,7011,Hotel,PRIVATE-LIMITED,pune,Maharashtra,06-15-2025,5856572593,ACTIVE,1892.34,MCH6875,7011,Private Limited,Hotels & Hospitality,2025-06-15 00:00:00,0,0,5856572593,0,0,1892.34,0,0,6875,1,1,0,2,2
MCH 6877,Nadkarni and Sons,UNKNOWN,kirana,INDIVIDUAL,ludhiana,Punjab,10-12-2025,,ACTIVE,"Rs. 1,757",MCH6877,,Individual,Unknown,2025-10-12 00:00:00,0,0,,1,0,1757.0,0,0,6877,1,1,1,3,2
MCH-6882,"Thaker, Hans and Chandra",4131,Transport,PRIVATE-LIMITED,lucknow,Uttar Pradesh,2025-02-10 06:27:51,XXXX2452,INACTIVE,274.11,MCH6882,4131,Private Limited,Transportation,2025-02-10 06:27:51,0,0,XXXX2452,0,1,274.11,0,0,6882,0,0,0,0,1
MCH6889,Vala PLC,5311,Department Stores,SOLE_PROPRIETOR,Ludhiana,Punjab,03-Jul-2024,XXXX2033,Live,"₹2,028.13",MCH6889,5311,Sole Proprietor,Department Stores,2024-07-03 00:00:00,0,0,XXXX2033,0,1,2028.13,0,0,6889,1,1,1,3,2
MCH6890,Pandit-Narasimhan,7011,hotel,private_limited,Calcutta,West Bengal,21/04/2024,XXXX8046,Inactive,525.87,MCH6890,7011,Private Limited,Hotels & Hospitality,2024-04-21 00:00:00,0,0,XXXX8046,0,1,525.87,0,0,6890,0,0,1,1,2
MCH6892,Chacko-Gaba,5912,Pharmacies,SOLE-PROPRIETOR,Bengaluru,Karnataka,07-May-2025,XXXX0824,Live,684.73,MCH6892,5912,Sole Proprietor,Pharmacy & Medical,2025-05-07 00:00:00,0,0,XXXX0824,0,1,684.73,0,0,6892,0,0,0,0,1
MCH6896,Padmanabhan-Purohit,4814,TELECOM,PRIVATE-LIMITED,Calcutta,West Bengal,09-10-2025,9931095643,Enabled,1862.46,MCH6896,4814,Private Limited,Telecom,2025-09-10 00:00:00,0,0,9931095643,0,0,1862.46,0,0,6896,1,1,0,2,2
MCH6903,sanghvi-suresh,5912.0,Medical,Sole Proprietor,Pune,Maharashtra,2024/12/01,XXXX6921,A,3930.65,MCH6903,5912,Sole Proprietor,Pharmacy & Medical,2024-12-01 00:00:00,0,0,XXXX6921,0,1,3930.65,0,0,6903,1,1,1,3,3
MCH 6904,"dora, buch and dara",5411,kirana,INDIVIDUAL,LKO,Uttar Pradesh,1769552285,3574033912,A,,MCH6904,5411,Individual,Grocery,2026-01-27 22:18:05,0,0,3574033912,0,0,,1,0,6904,1,1,1,3,3
MCH6907,Dhillon-Sama,5812.0,Restaurants,PRIVATE-LIMITED,Jalandar,Punjab,21/12/2024 07:31 AM,,A,4335.88,MCH6907,5812,Private Limited,Food & Restaurants,2024-12-21 07:31:00,0,0,,1,0,4335.88,0,0,6907,0,0,0,0,1
MCH6917,"Deshmukh, Parmar and Lad",4814,phone service,Sole Proprietor,Jaipur,Rajasthan,29/07/2023,KZXC7074900980989,A,"INR 1,543.47",MCH6917,4814,Sole Proprietor,Telecom,2023-07-29 00:00:00,0,0,KZXC7074900980989,0,1,1543.47,0,0,6917,0,0,0,0,1
mch6918,Sant Ltd,4131,Transportation,private_limited,Chennai,Tamil Nadu,01-15-2023,,Active,Rs. 472,MCH6918,4131,Private Limited,Transportation,2023-01-15 00:00:00,0,0,,1,0,472.0,0,0,6918,0,0,0,0,1
MCH6919,Mander Ltd,5999,Other,Partnership,jalandhar,Punjab,02/05/2024 02:08 AM,6597659461,ACTIVE,"INR 2,549.85",MCH6919,5999,Partnership,Other Retail,2024-05-02 02:08:00,0,0,6597659461,0,0,2549.85,0,0,6919,0,0,0,0,1
MCH6920,"Bhagat, Nadkarni and Dyal",5311.0,Department Stores,individual,Calcutta,West Bengal,01/01/2026,JTIZ3629800274600,Live,INR 410.54,MCH6920,5311,Individual,Department Stores,2026-01-01 00:00:00,0,0,JTIZ3629800274600,0,0,410.54,0,0,6920,0,0,0,0,1
MCH6922,"Walia, Mukherjee and Sodhi",05912,Medical,Private Limited,Mumbai,Maharashtra,,FUTM3546823667854,I,Rs. 371,MCH6922,5912,Private Limited,Pharmacy & Medical,,1,0,FUTM3546823667854,0,0,371.0,0,0,6922,1,0,1,2,2
6923,"kumar, hayre and grover",5942,BOOKS_STATIONERY,PARTNERSHIP,LKO,Uttar Pradesh,12-Mar-2024,RIOW5493044350343,Disabled,₹937.24,6923,5942,Partnership,Books & Stationery,2024-03-12 00:00:00,0,0,RIOW5493044350343,0,0,937.24,0,0,6923,0,0,0,0,1
MCH-6926,Bhattacharyya and S0ns,misc,MEDICAL_STORE,PRIVATE-LIMITED,jaipur,Rajasthan,28/08/2025 10:51 AM,,Active,"INR 3,997.27",MCH6926,,Private Limited,Unknown,2025-08-28 10:51:00,0,0,,1,0,3997.27,0,0,6926,0,0,0,0,1
MCH6928,Tata-Wagle,5912,chemist,PARTNERSHIP,Bengaluru,Karnataka,1703998737,RIXU6958241048195,A,"Rs. 1,008",MCH6928,5912,Partnership,Pharmacy & Medical,2023-12-31 04:58:57,0,0,RIXU6958241048195,0,1,1008.0,0,0,6928,1,0,1,2,2
mch6930,dhingra plc,4131,transprt,SOLE-PROPRIETOR,kolkata,West Bengal,12-26-2025,0573344250,A,,MCH6930,4131,Sole Proprietor,Transportation,2025-12-26 00:00:00,0,0,0573344250,0,0,,1,0,6930,1,1,1,3,2
MCH6935,"Sagar,BadalandJha",MCC-5912,Pharmacy,private_limited,Delhi,Delhi,2025/11/06,,Live,₹319.70,MCH6935,5912,Private Limited,Pharmacy & Medical,2025-11-06 00:00:00,0,0,,1,0,319.7,0,0,6935,0,0,0,0,1
MCH-6939,Sampath Ltd,5999,misc retail,SOLE-PROPRIETOR,LKO,Uttar Pradesh,01/07/2025 11:23 AM,XXXX8052,Suspended,2962.51,MCH6939,5999,Sole Proprietor,Other Retail,2025-07-01 11:23:00,0,0,XXXX8052,0,1,2962.51,0,0,6939,1,1,1,3,3
MCH6940,Koshy Inc,4131,Transport,Private Limited,Chennai,Tamil Nadu,06-25-2024,,Live,"₹5,556.50",MCH6940,4131,Private Limited,Transportation,2024-06-25 00:00:00,0,0,,1,0,5556.5,0,0,6940,0,0,0,0,1
MCH6943,  Vyas Group  ,05699,garments,INDIVIDUAL,ASR,Punjab,11-Apr-2023,KIUE4469872424797,Live,-651.75,MCH6943,5699,Individual,Clothing,2023-04-11 00:00:00,0,0,KIUE4469872424797,0,0,-651.75,0,1,6943,0,0,0,0,1
MCH6944,"Ghosh, Hayre and Seth",5699,Apparel,individual,Jaipur,Rajasthan,2024/06/29,,I,,MCH6944,5699,Individual,Clothing,2024-06-29 00:00:00,0,0,,1,0,,1,0,6944,1,0,1,2,2
MCH 6945,Barad LLC,5311.0,Retail,partnership,Ludhiana,Punjab,13/09/2025 06:55 AM,,Live,3350.77,MCH6945,5311,Partnership,Department Stores,2025-09-13 06:55:00,0,0,,1,0,3350.77,0,0,6945,0,0,0,0,1
MCH6947,Sen LLC,5912,Medical,INDIVIDUAL,HYDERABAD,Telangana,29-May-2025,0155753762,ACTIVE,820.37,MCH6947,5912,Individual,Pharmacy & Medical,2025-05-29 00:00:00,0,0,0155753762,0,0,820.37,0,0,6947,1,0,1,2,2
MCH6948,"Kala,LokeandSinghal",4814,phone service,INDIVIDUAL,Bangalore,Karnataka,2025/07/16,,ACTIVE,-752.55,MCH6948,4814,Individual,Telecom,2025-07-16 00:00:00,0,0,,1,0,-752.55,0,1,6948,0,0,0,0,1
MCH 6949,"Dada, Suri and Chhabra",7011,HOTEL_LODGING,SOLE-PROPRIETOR,Poona,Maharashtra,2024/01/26,2829880140,ACTIVE,₹333.77,MCH6949,7011,Sole Proprietor,Hotels & Hospitality,2024-01-26 00:00:00,0,0,2829880140,0,0,333.77,0,0,6949,0,0,0,0,1
MCH6950,"Bal, Swaminathan and Desai",5912,Pharmacy,PARTNERSHIP,jaipur,Rajasthan,10/04/2025 12:08 AM,XXXX4795,ACTIVE,1101.05,MCH6950,5912,Partnership,Pharmacy & Medical,2025-04-10 00:08:00,0,0,XXXX4795,0,1,1101.05,0,0,6950,0,0,0,0,1
MCH-6953,Khurana-Prabhakar,,Books,Partnership,HYDERABAD,Telangana,03/10/2024,,A,-2749.21,MCH6953,,Partnership,Unknown,2024-10-03 00:00:00,0,0,,1,0,-2749.21,0,1,6953,0,0,0,0,1
6959,"Agrawal, Bhatt and Babu",7011,Hotels,partnership,Lucknow,Uttar Pradesh,2024-05-24 03:34:51,,Live,611.31,6959,7011,Partnership,Hotels & Hospitality,2024-05-24 03:34:51,0,0,,1,0,611.31,0,0,6959,0,0,0,0,1
MCH6960,DAS-DHAWAN,misc,FOOD_SERVICES,Partnership,Jaipur,Rajasthan,22/01/2023,,Active,"Rs. 1,832",MCH6960,,Partnership,Unknown,2023-01-22 00:00:00,0,0,,1,0,1832.0,0,0,6960,0,0,0,0,1
MCH6965,Lala Group,MCC-5912,Medical,PRIVATE-LIMITED,pune,Maharashtra,26-Aug-2023,,A,Rs. 256,MCH6965,5912,Private Limited,Pharmacy & Medical,2023-08-26 00:00:00,0,0,,1,0,256.0,0,0,6965,0,0,0,0,1
6966,"Wali, Mand and Prabhakar",5942,BOOKS_STATIONERY,PARTNERSHIP,Amritsar,Punjab,10-16-2023,,Live,"₹2,789.87",6966,5942,Partnership,Books & Stationery,2023-10-16 00:00:00,0,0,,1,0,2789.87,0,0,6966,0,0,0,0,1
MCH6970,CHOPRA-LOKE,5311,Department Store,PARTNERSHIP,JPR,Rajasthan,02-13-2025,,Enabled,564.18,MCH6970,5311,Partnership,Department Stores,2025-02-13 00:00:00,0,0,,1,0,564.18,0,0,6970,1,0,1,2,2
mch6972,Badal-Kamdar,MCC-7011,Hotels,PRIVATE-LIMITED,pune,Maharashtra,1703083788,,Enabled,"INR 1,516.57",MCH6972,7011,Private Limited,Hotels & Hospitality,2023-12-20 14:49:48,0,0,,1,0,1516.57,0,0,6972,0,0,0,0,1
MCH6974,Ramaswamy Ltd,5311,Department Stores,INDIVIDUAL,Delhi,Delhi,01-01-2026,XXXX1883,Live,"Rs. 1,499",MCH6974,5311,Individual,Department Stores,2026-01-01 00:00:00,0,0,XXXX1883,0,1,1499.0,0,0,6974,0,0,0,0,1
MCH6977,SATHE-JHA,5942,Book Store,INDIVIDUAL,LKO,Uttar Pradesh,06-Aug-2023,XXXX2950,Live,-1341.62,MCH6977,5942,Individual,Books & Stationery,2023-08-06 00:00:00,0,0,XXXX2950,0,1,-1341.62,0,1,6977,0,0,0,0,1
MCH6979,Tiwari and Sons,5999,Retail Other,Sole Proprietor,Mumbai,Maharashtra,,XXXX1209,Live,"Rs. 2,312",MCH6979,5999,Sole Proprietor,Other Retail,,1,0,XXXX1209,0,1,2312.0,0,0,6979,1,0,1,2,3
MCH6980,sarna-rajagopal,5999,Misc Retail,PARTNERSHIP,jalandhar,Punjab,2024-02-13 12:55:41,,Enabled,5229.33,MCH6980,5999,Partnership,Other Retail,2024-02-13 12:55:41,0,0,,1,0,5229.33,0,0,6980,0,0,0,0,1
MCH6982,"Baral, Ramachandran and Keer",MCC-5942,Stationery,PARTNERSHIP,LKO,Uttar Pradesh,13/09/2025,IVWY4612352669313,Hold,"INR 5,234.31",MCH6982,5942,Partnership,Books & Stationery,2025-09-13 00:00:00,0,0,IVWY4612352669313,0,0,5234.31,0,0,6982,1,0,1,2,2
MCH6983,Barman-Chand,5311.0,Department Stores,partnership,DELHI,Delhi,2024-10-07 12:44:43,,Live,"3,713.18",MCH6983,5311,Partnership,Department Stores,2024-10-07 12:44:43,0,0,,1,0,3713.18,0,0,6983,0,0,0,0,1
mch6984,wadhwa llc,5411,Grocery Stores,individual,pune,Maharashtra,01-23-2025,3976512741,Active,INR 542.76,MCH6984,5411,Individual,Grocery,2025-01-23 00:00:00,0,0,3976512741,0,0,542.76,0,0,6984,0,0,0,0,1
MCH6985,Devi-Radhakrishnan,5942,Stationery,INDIVIDUAL,jalandhar,Punjab,1674187022,VEKB0627444661101,Active,694.07,MCH6985,5942,Individual,Books & Stationery,2023-01-20 03:57:02,0,0,VEKB0627444661101,0,0,694.07,0,0,6985,0,0,0,0,1
MCH6986,"  Joshi, Chacko and Sawhney  ",05411,kirana,Individual,MUMBAI,Maharashtra,05-Nov-2025,3156013270,Active,606.88,MCH6986,5411,Individual,Grocery,2025-11-05 00:00:00,0,0,3156013270,0,0,606.88,0,0,6986,1,1,0,2,2
MCH6989,Raju LLC,5699,Clothing,INDIVIDUAL,JPR,Rajasthan,03-Nov-2023,4351608402,Disabled,"₹1,427.80",MCH6989,5699,Individual,Clothing,2023-11-03 00:00:00,0,0,4351608402,0,0,1427.8,0,0,6989,0,0,0,0,1
MCH6990,Apte-Choudhary,4131,transprt,partnership,Bangalore,Karnataka,05/05/2023,,Enabled,3342.47,MCH6990,4131,Partnership,Transportation,2023-05-05 00:00:00,0,0,,1,0,3342.47,0,0,6990,0,0,0,0,1
MCH6991,dani ltd,UNKNOWN,Bus/Taxi,partnership,bengaluru,Karnataka,16/07/2025,5759081808,Active,-1831.13,MCH6991,,Partnership,Unknown,2025-07-16 00:00:00,0,0,5759081808,0,0,-1831.13,0,1,6991,0,0,0,0,1
MCH6992,"Srivastava, Sha and Natarajan",5812,Restaurant,Partnership,amritsar,Punjab,01-21-2026,5921074250,Active,Rs. 893,MCH6992,5812,Partnership,Food & Restaurants,2026-01-21 00:00:00,0,0,5921074250,0,0,893.0,0,0,6992,0,0,0,0,1
mch6998,Jani-Nayak,5311,DEPT_STORE,individual,DELHI,Delhi,01-27-2026,,A,"₹3,349.13",MCH6998,5311,Individual,Department Stores,2026-01-27 00:00:00,0,0,,1,0,3349.13,0,0,6998,0,0,0,0,1
MCH6999,Solanki PLC,7011,Hotel,Partnership,Madras,Tamil Nadu,02-26-2024,,Enabled,926.71,MCH6999,7011,Partnership,Hotels & Hospitality,2024-02-26 00:00:00,0,0,,1,0,926.71,0,0,6999,1,0,1,2,2
MCH-7001,Das LLC,4814.0,Telecom,PRIVATE-LIMITED,kolkata,West Bengal,02/09/2025,,Enabled,"INR 3,255.38",MCH7001,4814,Private Limited,Telecom,2025-09-02 00:00:00,0,0,,1,0,3255.38,0,0,7001,0,0,0,0,1
MCH7003,"Dutt, Sachdeva and Sridhar",MCC-5999,Retail Other,INDIVIDUAL,lucknow,Uttar Pradesh,2025/04/30,7336401497,Disabled,418.71,MCH7003,5999,Individual,Other Retail,2025-04-30 00:00:00,0,0,7336401497,0,0,418.71,0,0,7003,1,1,1,3,2
mch7007,Sastry-Soni,7011,Hotels,sole_proprietor,chennai,Tamil Nadu,01/11/2024,XXXX4092,Disabled,-649.1,MCH7007,7011,Sole Proprietor,Hotels & Hospitality,2024-11-01 00:00:00,0,0,XXXX4092,0,1,-649.1,0,1,7007,0,0,0,0,1
MCH7010,kuruvilla-shanker,5411,kirana,SOLE-PROPRIETOR,Dilli,Delhi,07-22-2023,,S,INR 524.40,MCH7010,5411,Sole Proprietor,Grocery,2023-07-22 00:00:00,0,0,,1,0,524.4,0,0,7010,0,0,0,0,1
7013,"Batra,NarangandGala",5912,MEDICAL_STORE,SOLE_PROPRIETOR,New Delhi,Delhi,02-Mar-2025,XXXX0133,ACTIVE,"2,875.47",7013,5912,Sole Proprietor,Pharmacy & Medical,2025-03-02 00:00:00,0,0,XXXX0133,0,1,2875.47,0,0,7013,1,1,1,3,2
MCH7016,Ratti PLC,4131,TRAVEL,PARTNERSHIP,LKO,Uttar Pradesh,2025-10-18 02:35:27,HWTR3220006102269,Enabled,319.94,MCH7016,4131,Partnership,Transportation,2025-10-18 02:35:27,0,0,HWTR3220006102269,0,0,319.94,0,0,7016,0,0,0,0,1
7017,DeepGroup,,Hospitality,INDIVIDUAL,Dilli,Delhi,,,Live,1258.92,7017,,Individual,Unknown,,1,0,,1,0,1258.92,0,0,7017,0,1,1,2,2
MCH7020,Dalal LLC,5311,Department Store,Partnership,Chennai,Tamil Nadu,2023-10-01 13:17:54,,ACTIVE,1105.4,MCH7020,5311,Partnership,Department Stores,2023-10-01 13:17:54,0,0,,1,0,1105.4,0,0,7020,0,0,0,0,1
MCH7021,"dewan, banerjee and purohit",7011,Hotels,SOLE_PROPRIETOR,Bangalore,Karnataka,01-Jul-2024,XXXX8572,ACTIVE,969.81,MCH7021,7011,Sole Proprietor,Hotels & Hospitality,2024-07-01 00:00:00,0,0,XXXX8572,0,1,969.81,0,0,7021,0,0,0,0,1
MCH 7023,Mannan-Mallick,5999,Misc Retail,INDIVIDUAL,Hyderabad,Telangana,,BQNS1502974429250,Enabled,"₹1,891.27",MCH7023,5999,Individual,Other Retail,,1,0,BQNS1502974429250,0,0,1891.27,0,0,7023,1,0,0,1,2
mch7024,gandhi-kunda,5942.0,BOOKS_STATIONERY,private_limited,LKO,Uttar Pradesh,2024/04/22,,Active,₹184.56,MCH7024,5942,Private Limited,Books & Stationery,2024-04-22 00:00:00,0,0,,1,0,184.56,0,0,7024,0,0,0,0,1
MCH7025,"Shanker, Bandi and Bala",5999,Retail Other,INDIVIDUAL,bengaluru,Karnataka,2025/01/26,XXXX6482,A,4575.03,MCH7025,5999,Individual,Other Retail,2025-01-26 00:00:00,0,0,XXXX6482,0,1,4575.03,0,0,7025,0,0,0,0,1
mch7026,Ganesan-Manda,7011,Hotel,Sole Proprietor,MUMBAI,Maharashtra,30/09/2025,6953234378,Live,"Rs. 1,364",MCH7026,7011,Sole Proprietor,Hotels & Hospitality,2025-09-30 00:00:00,0,0,6953234378,0,0,1364.0,0,0,7026,0,0,0,0,1
MCH7027,"Vyas, Ghose and Narasimhan",05311,Department Store,SOLE_PROPRIETOR,Hyderabad,Telangana,04-05-2023,GJGE7959201596190,A,Rs. 860,MCH7027,5311,Sole Proprietor,Department Stores,2023-04-05 00:00:00,0,0,GJGE7959201596190,0,0,860.0,0,0,7027,0,0,0,0,1
MCH7028,Jain-Merchant,5912,Medical,Partnership,lucknow,Uttar Pradesh,10-16-2025,,A,₹542.31,MCH7028,5912,Partnership,Pharmacy & Medical,2025-10-16 00:00:00,0,0,,1,0,542.31,0,0,7028,1,1,1,3,2
MCH7029,  Purohit Ltd  ,4814,Mobile Recharge,Partnership,Bengaluru,Karnataka,2025-03-28 00:44:27,7715883452,Disabled,"1,186.22",MCH7029,4814,Partnership,Telecom,2025-03-28 00:44:27,0,0,7715883452,0,0,1186.22,0,0,7029,1,1,1,3,2
mch7030,Shan Ltd,5311,DEPT_STORE,INDIVIDUAL,ludhiana,Punjab,,,SUSPENDED,466.83,MCH7030,5311,Individual,Department Stores,,1,0,,1,0,466.83,0,0,7030,0,0,0,0,1
MCH 7031,Chander Inc,4814,Telecom,Private Limited,Poona,Maharashtra,28/09/2025,XXXX5142,A,1538.5,MCH7031,4814,Private Limited,Telecom,2025-09-28 00:00:00,0,0,XXXX5142,0,1,1538.5,0,0,7031,0,0,0,0,1
MCH 7032,"Mangat, Naik and Kakar",7011,Hotels,private_limited,ASR,Punjab,01-09-2023,,Live,,MCH7032,7011,Private Limited,Hotels & Hospitality,2023-01-09 00:00:00,0,0,,1,0,,1,0,7032,0,0,0,0,1
MCH-7033,Mani and Sons,5699,Apparel,Partnership,mumbai,Maharashtra,06/07/2023,,A,"₹2,767.54",MCH7033,5699,Partnership,Clothing,2023-07-06 00:00:00,0,0,,1,0,2767.54,0,0,7033,0,0,0,0,1
MCH7034,Deol LLC,MCC-5942,BOOKS_STATIONERY,Individual,Pune,Maharashtra,27-Jan-2026,,Live,₹856.21,MCH7034,5942,Individual,Books & Stationery,2026-01-27 00:00:00,0,0,,1,0,856.21,0,0,7034,1,1,0,2,3
MCH-7038,Mannan-Singh,5942,Books,INDIVIDUAL,BLR,Karnataka,25-May-2025,KOWX5085991997722,Closed,Rs. 620,MCH7038,5942,Individual,Books & Stationery,2025-05-25 00:00:00,0,0,KOWX5085991997722,0,1,620.0,0,0,7038,0,0,0,0,1
MCH7040,Bhasin-Lala,5942,Stationery,Individual,MUMBAI,Maharashtra,11/10/2025,FTZP5237157996499,Suspended,"INR 2,406.66",MCH7040,5942,Individual,Books & Stationery,2025-10-11 00:00:00,0,0,FTZP5237157996499,0,0,2406.66,0,0,7040,0,0,0,0,1
MCH7042,  Halder-Kalla  ,,Misc Retail,PRIVATE_LIMITED,pune,Maharashtra,26/09/2023,,Active,"INR 1,230.30",MCH7042,,Private Limited,Unknown,2023-09-26 00:00:00,0,0,,1,0,1230.3,0,0,7042,1,1,1,3,2
MCH-7044,"Anne, Som and Ganesan",7011.0,Hotels,INDIVIDUAL,jalandhar,Punjab,2025/08/08,XCXH2265403585911,A,,MCH7044,7011,Individual,Hotels & Hospitality,2025-08-08 00:00:00,0,0,XCXH2265403585911,0,1,,1,0,7044,1,1,1,3,2
MCH7047,BATTA-BHAVSAR,4814,phone service,INDIVIDUAL,Lucknow,Uttar Pradesh,,DJKB0646172113081,Active,₹691.03,MCH7047,4814,Individual,Telecom,,1,0,DJKB0646172113081,0,0,691.03,0,0,7047,0,0,0,0,1
MCH7048,Manda Inc,5942,Books,SOLE-PROPRIETOR,Calcutta,West Bengal,17/02/2024 04:08 AM,1555117689,Active,Rs. 776,MCH7048,5942,Sole Proprietor,Books & Stationery,2024-02-17 04:08:00,0,0,1555117689,0,0,776.0,0,0,7048,0,0,0,0,1
mch7050,CHAND AND SONS,MCC-5912,Pharmacy,PRIVATE-LIMITED,bengaluru,Karnataka,2025-02-04 15:33:07,XXXX7630,Enabled,INR 781.34,MCH7050,5912,Private Limited,Pharmacy & Medical,2025-02-04 15:33:07,0,0,XXXX7630,0,1,781.34,0,0,7050,0,0,0,0,1
MCH7051,  Ramachandran-Rajan  ,5812,eating place,PARTNERSHIP,MUMBAI,Maharashtra,2023/12/26,XXXX3526,Live,"1,183.53",MCH7051,5812,Partnership,Food & Restaurants,2023-12-26 00:00:00,0,0,XXXX3526,0,1,1183.53,0,0,7051,0,0,0,0,1
MCH7057,"Lad, Kala and Bhagat",4814.0,TELECOM,PARTNERSHIP,jaipur,Rajasthan,10/02/2026 03:50 PM,,Active,1333.8,MCH7057,4814,Partnership,Telecom,2026-02-10 15:50:00,0,0,,1,0,1333.8,0,0,7057,0,0,0,0,1
mch7058,Chatterjee PLC,misc,CLOTHS,INDIVIDUAL,Jalandhar,Punjab,,,Active,587.63,MCH7058,,Individual,Unknown,,1,0,,1,0,587.63,0,0,7058,1,1,1,3,3
MCH7060,"Nayak, Parmer and Anand",,Pharmacies,PRIVATE-LIMITED,kolkata,West Bengal,26-May-2023,,Active,"INR 1,299.10",MCH7060,,Private Limited,Unknown,2023-05-26 00:00:00,0,0,,1,0,1299.1,0,0,7060,0,0,0,0,1
MCH7061,Grover and Sons,7011,Hospitality,INDIVIDUAL,JPR,Rajasthan,1686608001,,A,462.72,MCH7061,7011,Individual,Hotels & Hospitality,2023-06-12 22:13:21,0,0,,1,0,462.72,0,0,7061,0,0,0,0,1
MCH7062,"Karpe, Sekhon and Memon",5999,miscellaneous,partnership,Madras,Tamil Nadu,2024/07/18,ERAF1958847105569,Active,"Rs. 2,267",MCH7062,5999,Partnership,Other Retail,2024-07-18 00:00:00,0,0,ERAF1958847105569,0,0,2267.0,0,0,7062,1,0,1,2,3
MCH7063,"Garg, Bawa and Hans",4814,Telecom,PRIVATE-LIMITED,LKO,Uttar Pradesh,28-Dec-2025,,A,2717.9,MCH7063,4814,Private Limited,Telecom,2025-12-28 00:00:00,0,0,,1,0,2717.9,0,0,7063,1,1,1,3,2
MCH7074,Lalla-Iyengar,,Pharmacies,individual,jalandhar,Punjab,01-10-2026,9351816139,Enabled,732.21,MCH7074,,Individual,Unknown,2026-01-10 00:00:00,0,0,9351816139,0,0,732.21,0,0,7074,1,0,1,2,4
MCH7075,D’Alia Group,7011,HOTEL_LODGING,PARTNERSHIP,Madras,Tamil Nadu,2024-05-03 20:19:30,1415999033,I,1262.21,MCH7075,7011,Partnership,Hotels & Hospitality,2024-05-03 20:19:30,0,0,1415999033,0,0,1262.21,0,0,7075,0,0,0,0,1
MCH7076,  Bava-Shroff  ,5999.0,Miscellaneous,Sole Proprietor,Chennai,Tamil Nadu,2025-09-03 01:54:16,,Live,₹875.99,MCH7076,5999,Sole Proprietor,Other Retail,2025-09-03 01:54:16,0,0,,1,0,875.99,0,0,7076,0,0,0,0,1
MCH7077,BASU LLC,7011.0,HOTEL_LODGING,individual,Lucknow,Uttar Pradesh,18/08/2025,5226667486,Hold,Rs. 484,MCH7077,7011,Individual,Hotels & Hospitality,2025-08-18 00:00:00,0,0,5226667486,0,0,484.0,0,0,7077,1,1,1,3,2
MCH7078,"Vasa, Gade and Viswanathan",5699,Fashion,INDIVIDUAL,mumbai,Maharashtra,17/08/2025,XXXX5209,A,660.73,MCH7078,5699,Individual,Clothing,2025-08-17 00:00:00,0,0,XXXX5209,0,1,660.73,0,0,7078,0,0,0,0,2
MCH7087,Prashad LLC,5311,Department Store,PARTNERSHIP,chennai,Tamil Nadu,05-29-2023,,Enabled,Rs. 955,MCH7087,5311,Partnership,Department Stores,2023-05-29 00:00:00,0,0,,1,0,955.0,0,0,7087,0,0,0,0,1
mch7088,Prabhu-Agarwal,5311,DEPT_STORE,SOLE_PROPRIETOR,Mumbai,Maharashtra,2025-11-30 13:55:45,1353265918,Closed,5426.05,MCH7088,5311,Sole Proprietor,Department Stores,2025-11-30 13:55:45,0,0,1353265918,0,0,5426.05,0,0,7088,0,0,0,0,1
